transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,amount_vs_avg,high_value_transaction,night_transaction,behavior_risk_score,new_account,international_high_risk,high_activity_risk
T5524,U1333,22945.26,Withdrawal,UPI,Android,Hyderabad,1998,1,3,12737.49,1,0.788,7,0,1.8012543087917012,0,1,10,0,1,1
T5525,U1245,26458.93,Transfer,NetBanking,iOS,Chennai,643,12,1,25281.13,0,0.305,3,0,1.0465467110563864,0,0,4,0,0,0
T5526,U2599,1767.12,Withdrawal,UPI,Web,Bangalore,178,23,3,18878.95,0,0.778,8,0,0.09359770550239804,0,0,11,0,0,0
T5527,U5090,31966.2,Transfer,UPI,iOS,Delhi,875,8,0,6241.3,0,0.798,3,0,5.1209009499703635,1,0,3,0,0,0
T5528,U8710,4118.29,Transfer,Card,Android,Bangalore,400,14,1,23269.0,0,0.675,5,0,0.17697851310700471,0,0,6,0,0,0
T5529,U4392,21778.98,Payment,Card,Android,Hyderabad,1891,14,4,12242.24,0,0.039,1,0,1.7788575573132601,0,0,5,0,0,0
T5530,U8530,14668.12,Withdrawal,NetBanking,Android,Chennai,1418,0,1,8835.72,0,0.667,4,0,1.6599054852931858,0,1,5,0,0,0
T5531,U6668,27294.13,Transfer,UPI,Android,Mumbai,829,20,2,26360.94,0,0.932,2,0,1.0353612063452085,0,0,4,0,0,0
T5532,U9036,6714.15,Payment,Wallet,Web,Chennai,107,19,1,25882.09,0,0.62,5,0,0.2594029538204287,0,0,6,0,0,0
T5533,U7030,34597.59,Withdrawal,Card,Web,Bangalore,1827,20,2,25944.76,0,0.367,4,0,1.3334583377014202,0,0,6,0,0,0
T5534,U4793,39760.83,Withdrawal,Wallet,Web,Delhi,1410,2,3,25799.75,0,0.563,4,0,1.5410726432371153,0,1,7,0,0,0
T5535,U6556,8209.55,Transfer,Wallet,Android,Hyderabad,1001,0,1,16671.45,0,0.993,4,0,0.4924021364586488,0,1,5,0,0,0
T5536,U6050,5260.44,Withdrawal,NetBanking,Android,Bangalore,1992,18,1,18545.92,0,0.473,5,0,0.2836287642368652,0,0,6,0,0,0
T5537,U2029,7318.5,Payment,NetBanking,Android,Mumbai,789,19,4,28471.08,0,0.842,9,0,0.2570412839525598,0,0,13,0,0,0
T5538,U2893,43862.52,Payment,UPI,iOS,Hyderabad,1871,12,0,3967.3,0,0.139,9,0,11.053226822568856,1,0,9,0,0,1
T5539,U7602,26433.05,Withdrawal,NetBanking,Android,Hyderabad,349,14,1,24207.22,0,0.056,4,0,1.091903907020012,0,0,5,0,0,0
T5540,U5240,23389.69,Payment,Card,Web,Hyderabad,1564,12,3,15835.41,0,0.39,9,0,1.4769565829629316,0,0,12,0,0,1
T5541,U5606,5380.26,Withdrawal,UPI,Web,Bangalore,141,17,2,29354.39,0,0.138,8,0,0.1832801403762648,0,0,10,0,0,0
T5542,U7483,32495.32,Payment,UPI,Web,Mumbai,1641,16,3,19212.79,0,0.331,5,0,1.6912498783425862,0,0,8,0,0,0
T5543,U6951,43406.58,Withdrawal,Wallet,iOS,Bangalore,219,0,4,4960.07,0,0.715,8,0,8.749439133090242,1,1,12,0,0,1
T5544,U6542,41417.88,Withdrawal,Wallet,Web,Hyderabad,1038,14,1,24483.18,0,0.445,7,1,1.6916180162047492,0,0,8,0,0,1
T5545,U1152,31321.43,Withdrawal,Wallet,iOS,Hyderabad,386,23,0,20212.88,0,0.321,2,0,1.5495011348637668,0,0,2,0,0,0
T5546,U7237,3810.17,Payment,UPI,iOS,Delhi,649,3,0,4552.94,0,0.892,8,0,0.8366754941874509,0,1,8,0,0,0
T5547,U7516,5664.23,Withdrawal,NetBanking,iOS,Chennai,1087,1,1,368.87,1,0.009,9,0,15.314110363100548,1,1,10,0,0,1
T5548,U1906,2512.98,Withdrawal,NetBanking,Android,Bangalore,1531,18,0,16355.05,0,0.814,2,0,0.1536422302450775,0,0,2,0,0,0
T5549,U4785,12911.09,Transfer,NetBanking,Android,Mumbai,1231,7,3,7320.52,0,0.621,2,0,1.7634439296758049,0,0,5,0,0,0
T5550,U9241,6826.29,Transfer,UPI,Web,Hyderabad,450,21,2,26030.52,0,0.046,9,0,0.26223170986557837,0,0,11,0,0,0
T5551,U6955,13039.4,Withdrawal,UPI,Web,Bangalore,1751,15,1,7602.81,0,0.034,1,0,1.7148508445108437,0,0,2,0,0,0
T5552,U6515,19283.65,Transfer,UPI,iOS,Chennai,1213,7,2,19919.4,0,0.172,3,0,0.9680352804160559,0,0,5,0,0,0
T5553,U3268,47151.99,Withdrawal,UPI,Android,Bangalore,250,9,0,10419.39,1,0.977,3,0,4.524973633424469,1,0,3,0,1,0
T5554,U3178,30538.28,Transfer,UPI,Web,Chennai,1819,15,4,10574.51,0,0.086,6,0,2.8876413525210602,1,0,10,0,0,1
T5555,U8481,41756.94,Payment,NetBanking,Web,Bangalore,1353,4,2,5536.26,0,0.739,7,0,7.541083496169586,1,1,9,0,0,1
T5556,U7451,35532.06,Payment,UPI,Android,Delhi,510,18,4,15131.38,0,0.402,3,0,2.348081398960375,1,0,7,0,0,0
T5557,U4140,5669.53,Withdrawal,NetBanking,iOS,Bangalore,1683,5,3,17420.22,0,0.237,8,0,0.3254381725275267,0,1,11,0,0,0
T5558,U6178,36809.22,Withdrawal,UPI,Web,Delhi,32,9,4,17472.31,0,0.575,2,0,2.106596861155671,1,0,6,0,0,0
T5559,U9389,13791.19,Payment,NetBanking,Web,Chennai,641,23,2,25712.64,0,0.368,3,0,0.5363375235867034,0,0,5,0,0,0
T5560,U1822,31973.44,Payment,Card,Android,Hyderabad,1660,4,2,19605.18,0,0.31,2,0,1.6307837630787843,0,1,4,0,0,0
T5561,U5841,17081.05,Transfer,Card,Android,Hyderabad,1026,20,1,22233.11,1,0.24,2,0,0.7682362820009435,0,0,3,0,0,0
T5562,U9116,49883.73,Withdrawal,NetBanking,iOS,Bangalore,1627,18,4,9771.1,0,0.458,6,0,5.104709325528802,1,0,10,0,0,1
T5563,U4083,13214.4,Payment,Card,iOS,Mumbai,1741,18,3,12678.5,0,0.17,3,0,1.0421862060806815,0,0,6,0,0,0
T5564,U7172,13992.57,Payment,Card,Web,Bangalore,1213,12,1,646.95,0,0.852,3,0,21.59513851377421,1,0,4,0,0,0
T5565,U5171,46537.08,Withdrawal,NetBanking,iOS,Delhi,1897,14,1,2465.37,1,0.592,9,0,18.86865312179438,1,0,10,0,0,1
T5566,U8956,1280.99,Transfer,UPI,Web,Delhi,184,7,3,11615.08,0,0.063,1,0,0.11027730525271864,0,0,4,0,0,0
T5567,U4983,34849.61,Transfer,UPI,Web,Chennai,207,10,1,6371.04,0,0.457,9,0,5.469144889234845,1,0,10,0,0,1
T5568,U3394,36280.05,Transfer,NetBanking,Android,Bangalore,1571,0,3,24407.49,0,0.63,2,0,1.4863701113833752,0,1,5,0,0,0
T5569,U5731,41827.11,Transfer,Wallet,Web,Chennai,1487,3,0,20326.95,0,0.862,2,0,2.0576157458081115,1,1,2,0,0,0
T5570,U7623,48723.24,Payment,Wallet,Android,Mumbai,108,21,1,29112.13,0,0.023,5,0,1.6735830190707766,0,0,6,0,0,0
T5571,U8456,48781.32,Withdrawal,Card,Web,Hyderabad,754,21,2,26622.32,0,0.456,6,0,1.832277867673904,0,0,8,0,0,1
T5572,U2510,3310.57,Withdrawal,Wallet,Web,Hyderabad,1460,12,0,29332.06,0,0.706,8,0,0.11286139257206715,0,0,8,0,0,0
T5573,U8536,41100.87,Payment,Card,Web,Bangalore,462,6,1,11021.73,0,0.196,1,1,3.728737799075184,1,0,2,0,0,0
T5574,U9700,32333.18,Payment,UPI,iOS,Chennai,1224,6,3,14582.85,0,0.221,5,0,2.217053795808377,1,0,8,0,0,0
T5575,U2853,32384.74,Payment,NetBanking,iOS,Chennai,983,5,0,11241.51,0,0.49,8,0,2.8805613693027627,1,1,8,0,0,1
T5576,U6213,6461.08,Withdrawal,UPI,Android,Mumbai,1611,7,0,28932.74,0,0.884,2,0,0.22330607795604715,0,0,2,0,0,0
T5577,U1550,32526.85,Withdrawal,NetBanking,Web,Chennai,1791,11,2,12140.99,0,0.398,9,0,2.678873067759074,1,0,11,0,0,1
T5578,U4969,49125.0,Withdrawal,Wallet,Android,Delhi,508,23,1,3591.18,0,0.484,4,0,13.67553964444989,1,0,5,0,0,0
T5579,U1895,45595.34,Transfer,UPI,Android,Delhi,1649,17,1,7590.25,0,0.636,7,0,6.006301992425489,1,0,8,0,0,1
T5580,U4013,21984.58,Payment,UPI,Web,Delhi,1224,22,3,12802.12,0,0.311,1,0,1.717126762851555,0,0,4,0,0,0
T5581,U3147,2045.4,Payment,Card,iOS,Bangalore,150,14,0,18129.52,0,0.867,2,0,0.1128152970791792,0,0,2,0,0,0
T5582,U9568,18146.56,Payment,NetBanking,iOS,Delhi,1724,15,2,18580.79,0,0.962,1,1,0.9765776063554695,0,0,3,0,0,0
T5583,U1212,41328.2,Withdrawal,Wallet,Android,Delhi,782,0,3,22787.63,1,0.65,8,0,1.813544737002619,0,1,11,0,0,1
T5584,U6031,35089.88,Payment,UPI,iOS,Hyderabad,184,9,3,19471.22,0,0.638,1,0,1.8020482513036518,0,0,4,0,0,0
T5585,U9154,22994.22,Payment,NetBanking,Web,Bangalore,429,14,2,14796.87,0,0.674,9,0,1.553887147271871,0,0,11,0,0,1
T5586,U5914,2802.32,Transfer,Wallet,Web,Delhi,685,23,1,1002.13,0,0.194,7,0,2.793576106785761,1,0,8,0,0,1
T5587,U3940,21373.39,Withdrawal,UPI,iOS,Mumbai,1467,12,2,20881.35,0,0.732,5,0,1.0235145948612105,0,0,7,0,0,0
T5588,U5439,23477.8,Payment,NetBanking,iOS,Delhi,1473,18,1,2655.2,0,0.347,1,0,8.83886755515398,1,0,2,0,0,0
T5589,U8598,46431.35,Withdrawal,Card,Android,Bangalore,1564,12,4,14117.46,0,0.993,4,0,3.288697917478252,1,0,8,0,0,0
T5590,U5132,32072.25,Withdrawal,UPI,iOS,Chennai,541,8,0,26902.25,0,0.752,3,0,1.1921329207437763,0,0,3,0,0,0
T5591,U8233,15617.06,Withdrawal,NetBanking,Android,Hyderabad,927,20,2,17946.68,0,0.584,7,0,0.8701436620220552,0,0,9,0,0,0
T5592,U3069,26289.65,Transfer,Wallet,Web,Hyderabad,1832,15,3,6049.05,0,0.912,1,0,4.345360782142296,1,0,4,0,0,0
T5593,U8917,3349.46,Withdrawal,Wallet,Web,Bangalore,370,22,1,24257.95,0,0.97,4,0,0.1380711036545275,0,0,5,0,0,0
T5594,U5443,48629.78,Withdrawal,Card,Web,Delhi,1784,13,0,9082.23,0,0.818,5,0,5.353798153300093,1,0,5,0,0,0
T5595,U4190,18034.99,Withdrawal,UPI,iOS,Mumbai,455,22,0,17360.4,0,0.757,3,0,1.038798138398977,0,0,3,0,0,0
T5596,U5144,23919.47,Payment,Card,iOS,Delhi,565,8,2,19111.88,0,0.061,5,0,1.2514843393564967,0,0,7,0,0,0
T5597,U6566,17796.43,Transfer,NetBanking,iOS,Delhi,717,17,3,21960.53,0,0.706,4,0,0.8103456362102277,0,0,7,0,0,0
T5598,U5749,34141.46,Payment,Wallet,Android,Mumbai,1740,3,2,2042.98,0,0.336,5,0,16.703421755594476,1,1,7,0,0,0
T5599,U8684,33128.5,Transfer,Card,Android,Hyderabad,1390,11,3,25642.59,0,0.93,9,0,1.291882298851292,0,0,12,0,0,1
T5600,U3870,35780.35,Transfer,UPI,Android,Delhi,1890,23,4,3504.12,1,0.612,8,0,10.208024261651527,1,0,12,0,0,1
T5601,U3668,13443.75,Withdrawal,NetBanking,Web,Chennai,570,4,2,2926.56,0,0.371,8,0,4.592134747024827,1,1,10,0,0,1
T5602,U4868,15817.64,Withdrawal,UPI,Android,Chennai,1006,10,1,13760.85,0,0.339,2,0,1.149383258791514,0,0,3,0,0,0
T5603,U3995,6306.3,Payment,Card,iOS,Bangalore,68,4,2,11228.23,0,0.555,3,0,0.5615968325521875,0,1,5,0,0,0
T5604,U9122,32792.72,Transfer,Wallet,iOS,Bangalore,1677,18,2,1732.95,0,0.491,4,0,18.91214856253064,1,0,6,0,0,0
T5605,U9282,2037.87,Withdrawal,Wallet,Web,Mumbai,894,20,4,5063.42,0,0.391,1,0,0.402389612235952,0,0,5,0,0,0
T5606,U7250,29904.23,Withdrawal,Card,iOS,Mumbai,1200,6,4,13232.48,1,0.208,9,0,2.259740446201604,1,0,13,0,0,1
T5607,U9614,43491.31,Withdrawal,UPI,iOS,Bangalore,1680,3,2,24889.26,0,0.796,2,1,1.7473224466116466,0,1,4,0,0,0
T5608,U4696,44547.07,Withdrawal,UPI,iOS,Delhi,976,7,3,3727.0,0,0.433,2,0,11.94932135193133,1,0,5,0,0,0
T5609,U8019,22479.44,Payment,UPI,Android,Hyderabad,954,5,4,3225.46,1,0.099,8,1,6.967214842272955,1,1,12,0,0,1
T5610,U7099,22992.22,Payment,UPI,Android,Chennai,1634,5,4,24164.4,0,0.085,9,0,0.9514520761088168,0,1,13,0,0,0
T5611,U3713,3894.61,Withdrawal,Wallet,iOS,Mumbai,1816,21,3,14820.23,0,0.238,1,0,0.26277238798669206,0,0,4,0,0,0
T5612,U8511,33554.71,Withdrawal,UPI,iOS,Bangalore,272,3,0,10871.45,1,0.552,2,0,3.086214238741038,1,1,2,0,0,0
T5613,U5887,41071.91,Withdrawal,Card,iOS,Chennai,1464,13,4,13894.47,0,0.148,5,0,2.95577695464781,1,0,9,0,0,0
T5614,U5059,12270.52,Withdrawal,Card,iOS,Mumbai,1661,2,4,12384.32,0,0.215,9,0,0.9907309621390485,0,1,13,0,0,0
T5615,U1300,21093.98,Withdrawal,Card,Android,Mumbai,205,9,3,23478.64,0,0.502,5,0,0.8983945239364829,0,0,8,0,0,0
T5616,U7134,41950.02,Transfer,Card,Web,Delhi,363,21,3,378.89,0,0.218,7,0,110.42675511332227,1,0,10,0,0,1
T5617,U7357,43862.17,Transfer,UPI,iOS,Mumbai,895,5,2,13051.44,0,0.858,6,0,3.3604575083279444,1,1,8,0,0,1
T5618,U8282,12196.84,Transfer,Wallet,Android,Hyderabad,950,17,2,4849.75,0,0.59,6,0,2.514423542751121,1,0,8,0,0,1
T5619,U7744,27551.0,Transfer,NetBanking,iOS,Mumbai,1653,9,0,9317.75,0,0.086,2,0,2.9565124077800133,1,0,2,0,0,0
T5620,U6288,9665.03,Withdrawal,UPI,Web,Hyderabad,1907,8,0,3453.92,0,0.14,8,1,2.7974685376217105,1,0,8,0,0,1
T5621,U2418,5138.84,Transfer,NetBanking,Android,Delhi,924,15,0,12866.94,0,0.195,6,0,0.39935218846217807,0,0,6,0,0,0
T5622,U8780,45560.47,Transfer,Wallet,Android,Hyderabad,56,19,1,19334.52,0,0.63,4,0,2.356309527749965,1,0,5,0,0,0
T5623,U8608,41034.35,Payment,UPI,Web,Chennai,762,3,3,19881.64,1,0.106,7,0,2.0638280429560663,1,1,10,0,0,1
T5624,U7245,38013.74,Transfer,NetBanking,Web,Mumbai,1342,10,4,23922.64,0,0.043,9,0,1.5889613787868402,0,0,13,0,0,1
T5625,U1132,2485.88,Transfer,Wallet,Android,Bangalore,239,11,3,24468.84,0,0.728,7,1,0.10158954860350539,0,0,10,0,0,0
T5626,U7141,42194.25,Withdrawal,NetBanking,Web,Bangalore,1444,23,3,17972.23,0,0.478,6,0,2.3476164273199642,1,0,9,0,0,1
T5627,U2444,21930.3,Transfer,Card,iOS,Hyderabad,1934,18,0,10659.18,0,0.849,2,0,2.0572166698873753,1,0,2,0,0,0
T5628,U3342,17152.64,Transfer,Card,Web,Delhi,766,9,3,1634.33,0,0.793,3,0,10.488794310628435,1,0,6,0,0,0
T5629,U9955,27346.49,Withdrawal,Wallet,Web,Hyderabad,325,6,1,1172.51,0,0.274,7,0,23.303158899370267,1,0,8,0,0,1
T5630,U6811,4613.09,Transfer,Wallet,Android,Hyderabad,771,6,4,3486.57,0,0.192,1,0,1.3227232715042279,0,0,5,0,0,0
T5631,U5119,37844.5,Withdrawal,NetBanking,Web,Hyderabad,1110,17,0,29516.56,0,0.516,1,0,1.2821012305895203,0,0,1,0,0,0
T5632,U1592,29142.63,Transfer,Wallet,Android,Chennai,71,2,2,23600.73,1,0.08,3,0,1.2347666887130733,0,1,5,0,0,0
T5633,U2423,9370.18,Payment,Card,iOS,Chennai,1604,11,4,12205.68,0,0.633,5,0,0.7676272336130708,0,0,9,0,0,0
T5634,U6185,9452.2,Payment,Card,Web,Hyderabad,247,13,2,14039.41,0,0.012,3,0,0.673213958851629,0,0,5,0,0,0
T5635,U9826,9253.22,Transfer,UPI,Web,Delhi,1734,19,2,22147.7,0,0.803,9,0,0.41777711558691927,0,0,11,0,0,0
T5636,U4362,2897.27,Payment,NetBanking,Android,Mumbai,1601,1,3,15480.58,0,0.891,7,0,0.1871430435394837,0,1,10,0,0,0
T5637,U5453,29410.53,Withdrawal,Wallet,Android,Bangalore,87,8,4,10876.45,0,0.996,2,0,2.703807418098911,1,0,6,0,0,0
T5638,U7949,42025.39,Transfer,Wallet,Web,Chennai,743,9,1,10551.86,0,0.344,3,1,3.982369708306563,1,0,4,0,0,0
T5639,U3791,924.04,Withdrawal,Wallet,Android,Mumbai,568,5,3,6368.29,0,0.562,3,0,0.1450773948116666,0,1,6,0,0,0
T5640,U7358,2497.78,Payment,NetBanking,Web,Chennai,953,16,2,26579.79,0,0.863,9,0,0.09396936659896113,0,0,11,0,0,0
T5641,U6262,28659.88,Withdrawal,Card,iOS,Chennai,659,14,4,12483.2,0,0.462,7,0,2.295692154883773,1,0,11,0,0,1
T5642,U1414,40983.81,Payment,Wallet,Web,Chennai,1449,0,3,22595.65,0,0.329,3,0,1.8137117670097114,0,1,6,0,0,0
T5643,U4929,16370.61,Payment,Wallet,iOS,Hyderabad,1994,23,4,17255.49,0,0.049,1,0,0.9486639519392414,0,0,5,0,0,0
T5644,U8609,17513.24,Payment,Card,iOS,Hyderabad,1057,21,0,22647.4,0,0.394,4,0,0.7732661026827502,0,0,4,0,0,0
T5645,U7999,29837.51,Withdrawal,Wallet,Android,Chennai,1062,12,1,9695.21,0,0.079,5,0,3.077234300824755,1,0,6,0,0,0
T5646,U9108,13746.93,Payment,UPI,Android,Chennai,1524,9,1,22585.06,0,0.363,9,0,0.6086466608164505,0,0,10,0,0,0
T5647,U9917,1379.09,Transfer,Card,Android,Bangalore,1168,11,1,23720.05,0,0.343,4,0,0.05813781430417288,0,0,5,0,0,0
T5648,U2167,36774.66,Payment,Card,Android,Mumbai,360,22,2,3217.97,1,0.647,2,0,11.424356238175568,1,0,4,0,0,0
T5649,U3077,31301.21,Transfer,Card,Web,Mumbai,922,21,2,2834.77,0,0.366,1,0,11.037993208193894,1,0,3,0,0,0
T5650,U1196,29058.76,Transfer,UPI,iOS,Delhi,359,15,1,29566.32,0,0.384,5,0,0.9827999291109237,0,0,6,0,0,0
T5651,U7129,37097.12,Transfer,Card,Web,Delhi,1314,1,4,3626.82,0,0.286,3,0,10.225733360530567,1,1,7,0,0,0
T5652,U2643,33777.78,Transfer,NetBanking,iOS,Delhi,485,2,0,20576.74,0,0.608,9,0,1.6414718039979121,0,1,9,0,0,1
T5653,U1791,10333.81,Withdrawal,NetBanking,iOS,Hyderabad,301,7,2,22459.62,0,0.389,3,0,0.4600856966548564,0,0,5,0,0,0
T5654,U1213,17656.43,Transfer,NetBanking,iOS,Hyderabad,1222,19,3,1998.97,0,0.949,3,0,8.828347425211378,1,0,6,0,0,0
T5655,U7531,6349.2,Payment,Card,Web,Bangalore,1616,14,3,22420.68,0,0.892,2,1,0.2831723581819025,0,0,5,0,0,0
T5656,U5547,6536.36,Transfer,Card,Android,Hyderabad,1452,23,2,12643.5,0,0.237,3,0,0.5169330538969512,0,0,5,0,0,0
T5657,U8184,33825.98,Payment,Card,Web,Delhi,897,18,1,8312.75,0,0.404,9,0,4.068678995639754,1,0,10,0,0,1
T5658,U9744,42937.08,Withdrawal,UPI,iOS,Chennai,477,17,4,19993.39,0,0.635,7,0,2.1474563615094033,1,0,11,0,0,1
T5659,U9651,48138.49,Transfer,NetBanking,Web,Delhi,1239,22,0,25010.42,1,0.016,2,0,1.924660415122372,0,0,2,0,0,0
T5660,U2180,31435.94,Payment,Wallet,iOS,Bangalore,1275,0,3,17226.56,1,0.227,3,0,1.8247470912886095,0,1,6,0,0,0
T5661,U8254,9245.86,Withdrawal,Wallet,Android,Chennai,315,18,2,26131.77,0,0.285,8,1,0.3538032898923459,0,0,10,0,0,0
T5662,U7810,5327.23,Withdrawal,Card,Android,Hyderabad,1217,1,4,768.44,0,0.402,8,0,6.923515803701392,1,1,12,0,0,1
T5663,U3427,40651.91,Payment,UPI,Web,Chennai,487,4,1,22184.28,1,0.889,1,0,1.8323821020063757,0,1,2,0,1,0
T5664,U2208,28958.89,Transfer,Card,Android,Bangalore,1537,17,0,5165.13,0,0.096,1,0,5.60552870330402,1,0,1,0,0,0
T5665,U1390,30933.34,Withdrawal,Wallet,iOS,Hyderabad,1161,15,0,8653.61,0,0.066,8,0,3.5742038058329606,1,0,8,0,0,1
T5666,U1591,39084.03,Payment,NetBanking,iOS,Mumbai,458,9,3,17210.35,0,0.664,8,0,2.270828842595148,1,0,11,0,0,1
T5667,U4525,35178.7,Transfer,Wallet,Android,Delhi,239,20,3,8305.91,0,0.364,2,0,4.234871931921737,1,0,5,0,0,0
T5668,U3937,41731.19,Withdrawal,NetBanking,Android,Delhi,1074,2,2,5127.8,0,0.178,8,0,8.136638199968804,1,1,10,0,0,1
T5669,U8453,2857.88,Payment,NetBanking,Android,Bangalore,802,9,0,26576.4,0,0.702,1,0,0.10753045820885414,0,0,1,0,0,0
T5670,U5595,37388.66,Withdrawal,UPI,Web,Bangalore,683,23,1,27211.03,0,0.243,5,0,1.3739754072004184,0,0,6,0,0,0
T5671,U5846,42550.1,Withdrawal,Wallet,Web,Delhi,1425,12,1,1187.51,0,0.566,5,1,35.801213283859624,1,0,6,0,0,0
T5672,U1949,14342.45,Payment,Card,iOS,Chennai,833,20,2,15053.62,0,0.409,8,0,0.9526942559825489,0,0,10,0,0,0
T5673,U4870,32040.34,Withdrawal,UPI,Web,Mumbai,1373,9,0,6190.0,0,0.361,8,0,5.175309319980617,1,0,8,0,0,1
T5674,U2970,15742.4,Payment,NetBanking,Web,Mumbai,1703,10,3,25915.92,0,0.721,4,0,0.6074178567514967,0,0,7,0,0,0
T5675,U8691,47900.65,Transfer,Wallet,iOS,Bangalore,845,6,1,13929.39,0,0.613,2,0,3.4385720715644,1,0,3,0,0,0
T5676,U3084,1719.51,Payment,Card,iOS,Bangalore,1054,1,4,14405.89,0,0.514,6,0,0.11935330942347724,0,1,10,0,0,0
T5677,U9536,29010.65,Transfer,UPI,Android,Chennai,356,18,2,18861.43,0,0.128,4,0,1.5380123345719507,0,0,6,0,0,0
T5678,U7365,8366.85,Withdrawal,Card,Android,Bangalore,19,17,1,1763.16,1,0.586,2,0,4.742682069653546,1,0,3,1,0,0
T5679,U2092,35625.4,Payment,Wallet,Web,Mumbai,96,10,4,3906.21,0,0.693,9,0,9.117861594334576,1,0,13,0,0,1
T5680,U2878,8835.72,Payment,Card,iOS,Delhi,554,16,4,15001.72,0,0.815,9,0,0.5889412053281005,0,0,13,0,0,0
T5681,U1730,11807.39,Payment,UPI,Web,Mumbai,882,2,1,29004.54,0,0.299,7,0,0.4070736142130089,0,1,8,0,0,0
T5682,U2075,24743.82,Payment,Card,Web,Chennai,1372,19,2,25323.81,0,0.264,2,0,0.977058465591647,0,0,4,0,0,0
T5683,U6461,45746.01,Transfer,Wallet,iOS,Delhi,724,11,4,26691.9,0,0.749,3,0,1.7137894346436693,0,0,7,0,0,0
T5684,U3536,10625.13,Transfer,UPI,iOS,Delhi,13,1,4,4200.94,0,0.467,9,0,2.528624873272822,1,1,13,1,0,1
T5685,U8306,7254.79,Withdrawal,NetBanking,iOS,Mumbai,1056,0,0,28762.86,0,0.406,8,0,0.2522189302826533,0,1,8,0,0,0
T5686,U6729,37960.89,Withdrawal,UPI,iOS,Delhi,1230,8,0,21926.78,0,0.161,2,0,1.7311779851859148,0,0,2,0,0,0
T5687,U2697,25055.95,Withdrawal,Wallet,Web,Delhi,1854,21,0,9837.98,0,0.434,5,0,2.546600358980301,1,0,5,0,0,0
T5688,U2947,45593.67,Withdrawal,Card,Web,Bangalore,1914,23,4,25947.57,0,0.726,2,0,1.757078328401141,0,0,6,0,0,0
T5689,U8342,7373.4,Payment,NetBanking,Web,Delhi,1531,18,4,22444.56,1,0.451,1,1,0.32850149428216535,0,0,5,0,0,0
T5690,U9258,32314.1,Transfer,NetBanking,iOS,Chennai,910,7,2,22121.64,0,0.873,9,0,1.4606800996626081,0,0,11,0,0,1
T5691,U8908,11682.31,Transfer,Card,Android,Delhi,1819,8,3,22065.15,0,0.004,7,0,0.5294222145684679,0,0,10,0,0,0
T5692,U5638,7880.18,Transfer,Wallet,Web,Bangalore,282,6,0,24045.52,1,0.18,4,0,0.3277056305860474,0,0,4,0,0,0
T5693,U4127,34187.3,Transfer,UPI,Android,Hyderabad,1987,3,3,28461.02,0,0.615,3,0,1.2011550831599445,0,1,6,0,0,0
T5694,U6305,29704.55,Withdrawal,Wallet,Android,Hyderabad,1484,21,0,4192.46,0,0.672,3,0,7.083541991577361,1,0,3,0,0,0
T5695,U1553,37753.63,Payment,NetBanking,Android,Chennai,1140,15,0,29985.72,0,0.276,7,0,1.2590116558263122,0,0,7,0,0,1
T5696,U7936,15507.66,Transfer,UPI,iOS,Chennai,890,5,2,26182.95,0,0.942,9,0,0.5922582345291677,0,1,11,0,0,0
T5697,U4426,22426.18,Payment,UPI,iOS,Delhi,1411,17,2,13304.65,1,0.331,7,0,1.6854629424342291,0,0,9,0,0,1
T5698,U2447,20303.31,Payment,Card,Web,Delhi,1233,1,1,4807.39,0,0.411,2,0,4.222475714324338,1,1,3,0,0,0
T5699,U2792,49205.27,Payment,Wallet,Web,Hyderabad,1985,10,0,13668.27,0,0.976,6,0,3.5996999108218652,1,0,6,0,0,1
T5700,U1917,14647.84,Payment,UPI,iOS,Hyderabad,945,4,0,23380.49,0,0.479,8,0,0.6264716234936267,0,1,8,0,0,0
T5701,U3887,14776.12,Transfer,Card,iOS,Mumbai,1888,16,0,18113.36,0,0.613,7,0,0.8157130585899806,0,0,7,0,0,0
T5702,U1458,17759.68,Transfer,Wallet,Android,Hyderabad,1760,4,2,8458.57,0,0.54,2,0,2.099359660124569,1,1,4,0,0,0
T5703,U9877,28251.47,Transfer,NetBanking,iOS,Hyderabad,11,2,0,12263.16,0,0.178,7,0,2.3035796988949917,1,1,7,1,0,1
T5704,U5436,12653.52,Withdrawal,NetBanking,iOS,Chennai,1154,18,1,28633.54,0,0.992,9,0,0.44189709351014544,0,0,10,0,0,0
T5705,U4576,45768.73,Transfer,Wallet,iOS,Mumbai,1648,7,4,24134.24,0,0.059,3,0,1.8963445153228227,0,0,7,0,0,0
T5706,U6713,13320.99,Withdrawal,UPI,iOS,Mumbai,158,10,1,3809.67,0,0.983,3,0,3.4957081038242617,1,0,4,0,0,0
T5707,U5822,44796.0,Withdrawal,UPI,Android,Delhi,957,2,4,16407.22,0,0.468,5,0,2.7300950377310884,1,1,9,0,0,0
T5708,U1900,5218.58,Withdrawal,NetBanking,Web,Delhi,161,2,2,27936.45,0,0.19,9,0,0.18679514415238327,0,1,11,0,0,0
T5709,U9702,32845.31,Transfer,NetBanking,Android,Mumbai,1598,0,3,1125.83,0,0.167,1,0,29.148416353842194,1,1,4,0,0,0
